RunId,ProjectId,Timestamp,RepositoryUrl,Script,Calling_Object_Type,Calling_Object_Database,Calling_Object_Schema,Calling_Object_Name,Calling_Object_FullName,Referenced_Object_Type,Referenced_Object_Database,Referenced_Object_Schema,Referenced_Object_Name,Referenced_Object_FullName,Line
4b609c3d-ab12-437e-87b5-8bd58c63746c,24637,2022-12-13-20-12-4,https://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:x-oauth-basic@github.com/craguilar-mobilize/conversion_repo.git,Sources/CLI_Ora/Source_Code.sql,SQLView,DBADM,NULL,View_DemoUsers,DBADM.View_DemoUsers,SQLTable,NULL,NULL,DemoUsers,DemoUsers,25
4b609c3d-ab12-437e-87b5-8bd58c63746c,24637,2022-12-13-20-12-4,https://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:x-oauth-basic@github.com/craguilar-mobilize/conversion_repo.git,Sources/CLI_Ora/Source_Code.sql,SQLView,DBADM,NULL,View_DemoUsers,DBADM.View_DemoUsers,SQLTable,NULL,NULL,DemoUsers,DemoUsers,25
4b609c3d-ab12-437e-87b5-8bd58c63746c,24637,2022-12-13-20-12-4,https://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:x-oauth-basic@github.com/craguilar-mobilize/conversion_repo.git,Sources/CLI_Ora/Source_Code.sql,SQLView,DBADM,NULL,View_DemoUsers,DBADM.View_DemoUsers,SQLTable,NULL,NULL,DemoUsers,DemoUsers,25
4b609c3d-ab12-437e-87b5-8bd58c63746c,24637,2022-12-13-20-12-4,https://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:x-oauth-basic@github.com/craguilar-mobilize/conversion_repo.git,Sources/CLI_Ora/Source_Code.sql,SQLView,DBADM,NULL,View_DemoUsers,DBADM.View_DemoUsers,SQLTable,NULL,NULL,DemoUsers,DemoUsers,25
4b609c3d-ab12-437e-87b5-8bd58c63746c,24637,2022-12-13-20-12-4,https://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:x-oauth-basic@github.com/craguilar-mobilize/conversion_repo.git,Sources/CLI_Ora/Source_Code.sql,SQLView,DBADM,NULL,View_DemoUsers,DBADM.View_DemoUsers,SQLTable,NULL,NULL,DemoUsers,DemoUsers,25
4b609c3d-ab12-437e-87b5-8bd58c63746c,24637,2022-12-13-20-12-4,https://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:x-oauth-basic@github.com/craguilar-mobilize/conversion_repo.git,Sources/CLI_Ora/Source_Code.sql,SQLView,DBADM,NULL,View_DemoUsers,DBADM.View_DemoUsers,SQLTable,NULL,NULL,DemoUsers,DemoUsers,25
4b609c3d-ab12-437e-87b5-8bd58c63746c,24637,2022-12-13-20-12-4,https://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:x-oauth-basic@github.com/craguilar-mobilize/conversion_repo.git,Sources/CLI_T12/Source_Code.sql,SQLView,DBADM,NULL,View_DemoUsers,DBADM.View_DemoUsers,SQLTable,NULL,NULL,DemoUsers,DemoUsers,25
4b609c3d-ab12-437e-87b5-8bd58c63746c,24637,2022-12-13-20-12-4,https://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:x-oauth-basic@github.com/craguilar-mobilize/conversion_repo.git,Sources/CLI_T12/Source_Code.sql,SQLView,DBADM,NULL,View_DemoUsers,DBADM.View_DemoUsers,SQLTable,NULL,NULL,DemoUsers,DemoUsers,25
4b609c3d-ab12-437e-87b5-8bd58c63746c,24637,2022-12-13-20-12-4,https://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:x-oauth-basic@github.com/craguilar-mobilize/conversion_repo.git,Sources/CLI_T12/Source_Code.sql,SQLView,DBADM,NULL,View_DemoUsers,DBADM.View_DemoUsers,SQLTable,NULL,NULL,DemoUsers,DemoUsers,25
4b609c3d-ab12-437e-87b5-8bd58c63746c,24637,2022-12-13-20-12-4,https://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:x-oauth-basic@github.com/craguilar-mobilize/conversion_repo.git,Sources/CLI_T12/Source_Code.sql,SQLView,DBADM,NULL,View_DemoUsers,DBADM.View_DemoUsers,SQLTable,NULL,NULL,DemoUsers,DemoUsers,25
4b609c3d-ab12-437e-87b5-8bd58c63746c,24637,2022-12-13-20-12-4,https://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:x-oauth-basic@github.com/craguilar-mobilize/conversion_repo.git,Sources/CLI_T12/Source_Code.sql,SQLView,DBADM,NULL,View_DemoUsers,DBADM.View_DemoUsers,SQLTable,NULL,NULL,DemoUsers,DemoUsers,25
4b609c3d-ab12-437e-87b5-8bd58c63746c,24637,2022-12-13-20-12-4,https://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:x-oauth-basic@github.com/craguilar-mobilize/conversion_repo.git,Sources/CLI_T12/Source_Code.sql,SQLView,DBADM,NULL,View_DemoUsers,DBADM.View_DemoUsers,SQLTable,NULL,NULL,DemoUsers,DemoUsers,25
